ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3022	"ENSG00000117543.22"	"DPH5"	chr1	-	101001466	101001544	101013709	101013818	100995109	100995149	101021640	101021765	3022	12,9	14,8	6,4	6,9	198	177	0.429222801954	0.9729758895414983	0.434,0.501	0.472,0.284	0.09
3023	"ENSG00000117543.22"	"DPH5"	chr1	-	101001466	101001587	101013709	101013818	100995109	100995149	101021640	101021765	3023	12,9	14,9	6,4	8,10	198	198	0.268669689107	0.765514946420207	0.462,0.5	0.429,0.286	0.123
3029	"ENSG00000229956.11"	"ZRANB2-DT"	chr1	+	71093132	71093251	71223056	71223114	71091663	71091704	71237129	71237195	3029	1,0	1,1	3,0	0,0	198	157	1	1.0	0.442,0.0	1.0,NA	-0.779
3033	"ENSG00000229956.11"	"ZRANB2-DT"	chr1	+	71223056	71223114	71237129	71237386	71091663	71091704	71368054	71368088	3033	1,1	0,0	0,0	2,0	157	198	1	1.0	1.0,1.0	0.0,NA	1.0
3046	"ENSG00000125746.18"	"EML2"	chr19	-	45617629	45617697	45619059	45619191	45616764	45616853	45621206	45621332	3046	15,10	4,4	9,4	8,4	198	167	0.0448306053781	0.2784621031199697	0.76,0.678	0.487,0.458	0.247
3047	"ENSG00000060971.19"	"ACAA1"	chr3	-	38129289	38129388	38131595	38131638	38127785	38127866	38131925	38132005	3047	9,12	36,35	10,7	53,32	142	198	0.288118442301	0.797018234557934	0.258,0.323	0.208,0.234	0.069
3048	"ENSG00000060971.19"	"ACAA1"	chr3	-	38131925	38132005	38133951	38134009	38129289	38129388	38136591	38136685	3048	11,28	6,7	16,5	5,2	157	179	0.78136656665	1.0	0.676,0.82	0.785,0.74	-0.014
3052	"ENSG00000126091.21"	"ST3GAL3"	chr1	+	43838218	43838311	43894382	43894477	43814890	43814933	43898234	43898298	3052	2,1	1,0	2,1	3,0	192	194	0.0788486731163	0.3860743589072888	0.669,1.0	0.402,1.0	0.133
3055	"ENSG00000223959.11"	"AFG3L1P"	chr16	+	89977638	89977802	89978809	89978878	89972592	89972765	89980241	89980336	3055	3,6	3,3	0,1	2,0	198	168	0.0352168381595	0.2456206566141457	0.459,0.629	0.0,1.0	0.044
3056	"ENSG00000103064.15"	"SLC7A6"	chr16	+	68266592	68266721	68274690	68275249	68264515	68264576	68287745	68287871	3056	11,8	8,7	2,2	4,3	198	198	0.16919788127	0.5931073178602244	0.579,0.533	0.333,0.4	0.19
3057	"ENSG00000132589.16"	"FLOT2"	chr17	-	28884224	28884315	28885856	28885947	28883107	28883231	28888944	28889026	3057	6,4	35,38	0,0	0,3	190	190	1	1.0	0.146,0.095	NA,0.0	0.12
3059	"ENSG00000131373.15"	"HACL1"	chr3	-	15585247	15585342	15586524	15586602	15582876	15582989	15589539	15589612	3059	0,4	6,2	3,0	3,0	177	194	1	1.0	0.0,0.687	0.523,NA	-0.179
3060	"ENSG00000131373.15"	"HACL1"	chr3	-	15586524	15586602	15589539	15589612	15582876	15582989	15591599	15591680	3060	5,6	0,0	2,1	1,0	172	177	1	1.0	1.0,1.0	0.673,1.0	0.163
3061	"ENSG00000131373.15"	"HACL1"	chr3	-	15586524	15586602	15589539	15589612	15585247	15585342	15591599	15591680	3061	5,5	5,3	2,1	1,0	172	177	0.00437839626448	0.05534089231964837	0.507,0.632	0.673,1.0	-0.267
3062	"ENSG00000131373.15"	"HACL1"	chr3	-	15589539	15589612	15591599	15591680	15586524	15586602	15596383	15596424	3062	4,2	0,3	1,0	1,0	180	172	1	1.0	1.0,0.389	0.489,NA	0.206
3063	"ENSG00000088888.18"	"MAVS"	chr20	+	3857634	3857809	3861331	3861504	3854557	3854741	3862253	3862413	3063	15,10	18,9	12,6	11,5	198	198	0.633167830641	1.0	0.455,0.526	0.522,0.545	-0.043
3082	"ENSG00000198270.13"	"TMEM116"	chr12	-	111936691	111936830	111937159	111937243	111933885	111934030	111938160	111938210	3082	24,13	18,15	7,6	6,4	183	198	0.673866874367	1.0	0.591,0.484	0.558,0.619	-0.051
3083	"ENSG00000198270.13"	"TMEM116"	chr12	-	111936741	111936830	111937159	111937243	111933885	111934030	111938160	111938210	3083	24,13	1,1	7,6	0,0	183	188	0.479443072946	1.0	0.961,0.93	1.0,1.0	-0.054
3084	"ENSG00000198270.13"	"TMEM116"	chr12	-	111943264	111943369	111978735	111978787	111938160	111938210	111991757	111991889	3084	1,4	20,17	0,0	9,4	151	198	0.0040619487245	0.052878302557263474	0.062,0.236	0.0,0.0	0.149
3085	"ENSG00000154134.15"	"ROBO3"	chr11	+	124877160	124877184	124877284	124877309	124876841	124876932	124877518	124877658	3085	0,0	1,0	1,0	2,0	123	124	1	1.0	0.0,NA	0.335,NA	-0.335
3086	"ENSG00000267060.7"	"PTGES3L"	chr17	-	42971606	42971696	42979169	42979268	42970288	42970342	42979377	42979444	3086	1,0	3,0	1,0	0,1	198	189	1	1.0	0.241,NA	1.0,0.0	-0.259
3095	"ENSG00000124155.19"	"PIGT"	chr20	+	45416516	45416694	45418851	45418979	45416140	45416343	45419294	45419395	3095	38,41	48,62	5,10	8,11	198	198	0.875337485996	1.0	0.442,0.398	0.385,0.476	-0.01
3098	"ENSG00000124155.19"	"PIGT"	chr20	+	45418851	45418979	45419142	45419395	45416516	45416694	45419503	45419590	3098	21,38	27,46	4,9	4,2	198	198	0.0824217262336	0.39294919480668067	0.438,0.452	0.5,0.818	-0.214
3099	"ENSG00000124155.19"	"PIGT"	chr20	+	45418851	45418979	45419277	45419395	45416516	45416694	45419503	45419590	3099	21,38	27,46	4,9	4,2	198	198	0.0824217262336	0.39294919480668067	0.438,0.452	0.5,0.818	-0.214
3100	"ENSG00000124155.19"	"PIGT"	chr20	+	45418851	45418979	45419294	45419395	45416516	45416694	45419503	45419590	3100	21,38	28,47	4,9	4,2	198	198	0.075564998569	0.3762584890293128	0.429,0.447	0.5,0.818	-0.221
3101	"ENSG00000170275.15"	"CRTAP"	chr3	+	33129938	33130067	33132554	33132700	33124407	33124579	33134181	33134265	3101	47,44	81,75	8,10	22,8	198	198	0.890408940446	1.0	0.367,0.37	0.267,0.556	-0.043
3102	"ENSG00000006695.12"	"COX10"	chr17	+	14076734	14077056	14102117	14102242	14074322	14074456	14159876	14159947	3102	4,7	5,6	10,6	0,2	198	198	0.000687944040619	0.014380676387554867	0.444,0.538	1.0,0.75	-0.384
3103	"ENSG00000076242.17"	"MLH1"	chr3	+	37017505	37017599	37020309	37020463	37014431	37014544	37025636	37026007	3103	49,49	50,35	21,8	11,3	193	198	0.0878841943621	0.40590690762632614	0.501,0.59	0.662,0.732	-0.152
3104	"ENSG00000076242.17"	"MLH1"	chr3	+	37020309	37020463	37025636	37026007	37014431	37014544	37028783	37028932	3104	0,2	59,58	0,0	16,10	198	198	1	1.0	0.0,0.033	0.0,0.0	0.017
3105	"ENSG00000076242.17"	"MLH1"	chr3	+	37042267	37042331	37047518	37047683	37040185	37040294	37048516	37048609	3105	43,39	46,26	8,11	9,7	163	198	0.899259401809	1.0	0.532,0.646	0.519,0.656	0.001
3106	"ENSG00000076242.17"	"MLH1"	chr3	+	37047518	37047683	37048516	37048609	37042267	37042331	37048903	37049017	3106	37,26	34,50	10,4	15,8	198	192	0.522330046982	1.0	0.513,0.335	0.393,0.327	0.064
3112	"ENSG00000155111.15"	"CDK19"	chr6	-	110632029	110632161	110638648	110638706	110627001	110627145	110667433	110667574	3112	0,0	1,4	0,3	3,0	157	198	0.0143788899186	0.13474011501308794	0.0,0.0	0.0,1.0	-0.5
3113	"ENSG00000126226.22"	"PCID2"	chr13	-	113185484	113185560	113190871	113190975	113184345	113184487	113195070	113195125	3113	33,24	12,12	20,5	5,2	198	175	0.293285543256	0.8010085063298291	0.709,0.639	0.78,0.688	-0.06
3115	"ENSG00000172888.12"	"ZNF621"	chr3	+	40529318	40529445	40529494	40529575	40525778	40525864	40530208	40530316	3115	13,7	0,0	3,2	0,1	198	180	1	1.0	1.0,1.0	1.0,0.645	0.177
3116	"ENSG00000228794.12"	"LINC01128"	chr1	+	841199	841373	847653	847806	829002	829104	851926	852110	3116	0,1	5,7	2,2	0,3	198	198	0.000399911871641	0.009879641010767432	0.0,0.125	1.0,0.4	-0.637
3118	"ENSG00000100889.12"	"PCK2"	chr14	+	24094765	24094845	24096891	24097137	24094310	24094434	24098202	24098387	3118	1,0	51,24	0,0	7,2	179	198	1	1.0	0.021,0.0	0.0,0.0	0.011
3120	"ENSG00000179152.20"	"TCAIM"	chr3	+	44354738	44354811	44361364	44361518	44338765	44338834	44367455	44367708	3120	17,3	0,0	7,4	14,6	172	198	3.70092845259e-10	2.011454613982665e-07	1.0,1.0	0.365,0.434	0.601
3121	"ENSG00000124795.17"	"DEK"	chr6	-	18258303	18258405	18263842	18263996	18257952	18258062	18264384	18264541	3121	66,67	143,137	1,14	18,21	198	198	0.288074331633	0.797018234557934	0.316,0.328	0.053,0.4	0.096
3124	"ENSG00000072682.20"	"P4HA2"	chr5	-	132198205	132198271	132198320	132198380	132195411	132195480	132198878	132198932	3124	13,8	8,13	11,8	8,1	159	165	0.143353205157	0.5429440209256411	0.628,0.39	0.588,0.892	-0.231
3125	"ENSG00000114650.21"	"SCAP"	chr3	-	47423932	47424045	47435007	47435137	47422441	47422536	47442871	47443091	3125	16,19	24,9	17,15	12,11	198	198	0.644256794637	1.0	0.4,0.679	0.586,0.577	-0.042
3126	"ENSG00000174483.20"	"BBS1"	chr11	+	66511204	66511239	66514405	66514678	66511012	66511089	66515539	66515586	3126	3,2	9,13	2,0	9,5	134	198	0.132470467624	0.5255202016290672	0.33,0.185	0.247,0.0	0.134
3127	"ENSG00000174483.20"	"BBS1"	chr11	+	66514405	66514678	66515539	66515586	66511204	66511239	66515692	66515731	3127	2,7	2,5	6,4	0,4	198	146	0.190832418611	0.6359538503431331	0.424,0.508	1.0,0.424	-0.246
3128	"ENSG00000087842.11"	"PIR"	chrX	-	15407505	15407550	15425905	15425990	15397448	15397531	15455847	15456054	3128	7,7	7,4	15,13	8,8	184	144	0.547730687264	1.0	0.439,0.578	0.595,0.56	-0.069
3129	"ENSG00000114302.17"	"PRKAR2A"	chr3	-	48772954	48773108	48782985	48783092	48765247	48765349	48790543	48790627	3129	11,12	22,23	5,6	10,18	198	198	0.486382931615	1.0	0.333,0.343	0.333,0.25	0.047
3138	"ENSG00000185507.21"	"IRF7"	chr11	-	613950	614037	614173	614399	613784	613865	614475	614534	3138	4,0	2,1	3,0	2,3	198	186	0.666424228451	1.0	0.653,0.0	0.585,0.0	0.034
3140	"ENSG00000101266.19"	"CSNK2A1"	chr20	-	492253	492364	495718	495802	489779	489881	497720	497780	3140	32,29	43,32	40,22	36,41	183	198	0.91084357761	1.0	0.446,0.495	0.546,0.367	0.014
3142	"ENSG00000101266.19"	"CSNK2A1"	chr20	-	508450	508660	527932	528049	505117	505229	543671	543732	3142	4,1	28,32	8,4	45,30	198	198	0.138215433931	0.5337128834209485	0.125,0.03	0.151,0.118	-0.057
3146	"ENSG00000164077.15"	"MON1A"	chr3	-	49910118	49910884	49911525	49912011	49909252	49909400	49913219	49913359	3146	7,3	5,1	2,1	9,0	198	198	0.696433295492	1.0	0.583,0.75	0.182,1.0	0.076
3147	"ENSG00000164830.19"	"OXR1"	chr8	+	106692727	106692877	106702905	106703090	106684245	106684359	106706381	106706982	3147	39,27	19,11	29,18	15,10	198	198	0.650995593275	1.0	0.672,0.711	0.659,0.643	0.04
3148	"ENSG00000164081.13"	"TEX264"	chr3	+	51672209	51672301	51672340	51672392	51671174	51671288	51674270	51674562	3148	6,1	2,3	0,3	0,0	191	151	1	1.0	0.703,0.209	NA,1.0	-0.544
3149	"ENSG00000164081.13"	"TEX264"	chr3	+	51674270	51674562	51684412	51684634	51671174	51671288	51699405	51699574	3149	16,16	31,32	2,3	11,7	198	198	0.137249594517	0.5328366033336785	0.34,0.333	0.154,0.3	0.11
3152	"ENSG00000243989.9"	"ACY1"	chr3	+	51985206	51985271	51985360	51985465	51984046	51984158	51985851	51985946	3152	23,17	47,29	3,5	13,8	164	198	0.409090190603	0.9538980728414291	0.371,0.414	0.218,0.43	0.068
3153	"ENSG00000243989.9"	"ACY1"	chr3	+	51985206	51985271	51985400	51985465	51984046	51984158	51985851	51985946	3153	23,17	34,19	3,5	13,4	164	164	0.4343159139	0.978448494112539	0.404,0.472	0.187,0.556	0.066
3154	"ENSG00000243989.9"	"ACY1"	chr3	+	51985360	51985465	51985851	51985946	51985206	51985271	51986254	51986331	3154	22,20	26,27	10,4	3,2	198	194	0.0107789208118	0.1105347822870434	0.453,0.421	0.766,0.662	-0.277
3155	"ENSG00000243989.9"	"ACY1"	chr3	+	51986987	51987061	51987308	51987453	51986604	51986661	51987555	51987624	3155	19,23	14,23	4,6	7,3	173	198	0.897513464746	1.0	0.608,0.534	0.395,0.696	0.025
3159	"ENSG00000121940.17"	"CLCC1"	chr1	-	108954369	108954472	108962308	108962469	108950308	108950448	108963360	108963484	3159	9,2	0,2	3,4	0,0	198	198	0.461266276452	1.0	1.0,0.5	1.0,1.0	-0.25
3160	"ENSG00000290376.1"	"HERC2P3"	chr15	-	20466194	20466370	20483402	20483517	20462830	20463001	20505390	20505493	3160	3,2	0,2	5,1	0,1	198	198	0.509865011783	1.0	1.0,0.5	1.0,0.5	0.0
3161	"ENSG00000159692.18"	"CTBP1"	chr4	-	1238182	1238337	1241324	1241519	1228198	1228343	1248660	1248740	3161	3,6	92,51	5,0	45,12	198	198	0.635633677118	1.0	0.032,0.105	0.1,0.0	0.019
3162	"ENSG00000157388.20"	"CACNA1D"	chr3	+	53673022	53673126	53673712	53673816	53666338	53666535	53702640	53702810	3162	1,2	5,4	0,0	5,5	198	198	0.073280109531	0.3719080000079347	0.167,0.333	0.0,0.0	0.25
3167	"ENSG00000137494.14"	"ANKRD42"	chr11	+	83240758	83240934	83245497	83245624	83236403	83236509	83247942	83248971	3167	2,3	3,5	5,2	7,5	198	198	0.778346597339	1.0	0.4,0.375	0.417,0.286	0.036
3168	"ENSG00000137494.14"	"ANKRD42"	chr11	+	83240758	83240934	83247942	83248087	83236403	83236509	83255844	83256099	3168	2,2	5,3	6,2	0,4	198	198	0.0671278109251	0.35594112427114005	0.286,0.4	1.0,0.333	-0.324
3170	"ENSG00000114098.18"	"ARMC8"	chr3	+	138188454	138188530	138209816	138209893	138187300	138187599	138221925	138221997	3170	7,2	8,12	3,4	12,7	175	176	0.808548179894	1.0	0.468,0.144	0.201,0.365	0.023
3171	"ENSG00000114098.18"	"ARMC8"	chr3	+	138237308	138237384	138237481	138237572	138235033	138235114	138239467	138239528	3171	8,7	17,14	5,10	9,6	175	190	0.179049086319	0.6140379541264482	0.338,0.352	0.376,0.644	-0.165
3174	"ENSG00000114120.14"	"SLC25A36"	chr3	+	140966347	140966434	140966933	140967036	140963126	140963227	140970926	140970993	3174	2,1	1,1	1,0	2,0	186	198	1	1.0	0.68,0.516	0.347,NA	0.251
3175	"ENSG00000114120.14"	"SLC25A36"	chr3	+	140966347	140966434	140966999	140967036	140963126	140963227	140970926	140970993	3175	2,1	0,1	1,0	1,0	186	136	1	1.0	1.0,0.422	0.422,NA	0.289
3176	"ENSG00000100239.16"	"PPP6R2"	chr22	+	50388985	50389111	50391866	50392015	50372071	50372150	50393892	50394135	3176	4,5	5,11	9,6	6,3	198	198	0.0466504182302	0.2864915515041096	0.444,0.312	0.6,0.667	-0.255
3177	"ENSG00000119321.10"	"FKBP15"	chr9	-	113184291	113184399	113184694	113184804	113183750	113183845	113186248	113186363	3177	15,10	9,15	5,4	14,18	198	198	0.0076555047703	0.08444623169077303	0.625,0.4	0.263,0.182	0.29
3178	"ENSG00000119321.10"	"FKBP15"	chr9	-	113194026	113194169	113196931	113197078	113190470	113190578	113198854	113198923	3178	23,29	0,2	16,18	1,0	198	198	1	1.0	1.0,0.935	0.941,1.0	-0.003
3179	"ENSG00000205323.9"	"SARNP"	chr12	-	55757382	55757553	55760550	55760640	55752462	55752840	55789074	55789143	3179	53,61	6,10	7,11	2,0	189	198	0.0805618847493	0.3910896591461094	0.902,0.865	0.786,1.0	-0.01
3180	"ENSG00000144741.19"	"SLC25A26"	chr3	+	66236543	66236700	66243202	66243312	66221011	66221127	66262050	66262155	3180	1,2	9,6	6,0	4,2	198	198	0.295456096914	0.8041783712272216	0.1,0.25	0.6,0.0	-0.125
3181	"ENSG00000144741.19"	"SLC25A26"	chr3	+	66346363	66346408	66362859	66362929	66263331	66263379	66369477	66369542	3181	1,4	5,2	4,1	4,1	144	169	0.619922682951	1.0	0.19,0.701	0.54,0.54	-0.095
3183	"ENSG00000114867.22"	"EIF4G1"	chr3	+	184316131	184316218	184317716	184317816	184315488	184315545	184319688	184319801	3183	0,4	69,86	0,0	56,46	186	198	0.657397674957	1.0	0.0,0.047	0.0,0.0	0.024
3184	"ENSG00000145191.15"	"EIF2B5"	chr3	+	184138165	184138246	184140079	184140157	184137897	184138075	184141924	184142070	3184	19,10	1,0	11,8	0,0	180	177	1	1.0	0.949,1.0	1.0,1.0	-0.026
3185	"ENSG00000145191.15"	"EIF2B5"	chr3	+	184138165	184138246	184140079	184140730	184137897	184138075	184141924	184142070	3185	19,10	35,39	11,8	28,21	180	198	0.93842748573	1.0	0.374,0.22	0.302,0.295	-0.002
3186	"ENSG00000145191.15"	"EIF2B5"	chr3	+	184138165	184138246	184140079	184140740	184137897	184138075	184141924	184142070	3186	19,10	1,1	11,8	0,0	180	198	0.587121781789	1.0	0.954,0.917	1.0,1.0	-0.065
3204	"ENSG00000136856.18"	"SLC2A8"	chr9	+	127403958	127404067	127404817	127404991	127403277	127403803	127405419	127405469	3204	13,10	11,8	19,3	4,0	198	198	0.00379161061174	0.05026196018245585	0.542,0.556	0.826,1.0	-0.364
3205	"ENSG00000136856.18"	"SLC2A8"	chr9	+	127404817	127404991	127405419	127405565	127403958	127404067	127407111	127407898	3205	7,3	19,12	6,3	4,2	198	198	0.010280601256	0.10667334313469048	0.269,0.2	0.6,0.6	-0.365
3206	"ENSG00000077782.23"	"FGFR1"	chr8	-	38421796	38421941	38423024	38423175	38419532	38419735	38424508	38424699	3206	0,0	2,4	1,9	6,7	198	198	3.38709116706e-05	0.001536045627877504	0.0,0.0	0.143,0.563	-0.353
3208	"ENSG00000230124.8"	"ACBD6"	chr1	-	180314691	180314722	180397515	180397605	180288229	180288517	180413365	180413471	3208	33,30	9,5	12,17	3,7	189	130	0.420859688215	0.9625623086101494	0.716,0.805	0.733,0.626	0.081
3210	"ENSG00000145982.13"	"FARS2"	chr6	+	5368549	5369182	5404541	5404701	5261498	5261660	5431040	5431172	3210	6,4	21,15	1,3	7,7	198	198	0.63375992178	1.0	0.222,0.211	0.125,0.3	0.004
3211	"ENSG00000010810.18"	"FYN"	chr6	-	111699514	111699670	111700103	111700268	111696276	111696456	111702884	111703034	3211	1,0	0,0	3,6	0,1	198	198	1	1.0	1.0,NA	1.0,0.857	0.072
3212	"ENSG00000169379.17"	"ARL13B"	chr3	+	93996547	93996684	93997246	93997301	93995873	93995944	94003658	94003908	3212	0,3	1,0	1,0	0,2	198	154	0.0371846424581	0.25332492629827	0.0,1.0	1.0,0.0	0.0
3213	"ENSG00000169379.17"	"ARL13B"	chr3	+	93996562	93996684	93997246	93997301	93995873	93995944	94003658	94003908	3213	0,3	1,0	2,0	0,2	198	154	0.0434966082676	0.2760766651119067	0.0,1.0	1.0,0.0	0.0
3214	"ENSG00000169379.17"	"ARL13B"	chr3	+	93996562	93996684	94003658	94003908	93995873	93995944	94035330	94035436	3214	0,1	0,4	1,0	5,2	198	198	1	1.0	NA,0.2	0.167,0.0	0.117
3216	"ENSG00000169379.17"	"ARL13B"	chr3	+	94003658	94003908	94035330	94035436	93995873	93995944	94036551	94036754	3216	0,2	0,4	1,1	19,4	198	198	1	1.0	NA,0.333	0.05,0.2	0.208
3221	"ENSG00000113966.11"	"ARL6"	chr3	+	97765990	97766089	97766631	97766690	97764520	97764977	97768080	97768230	3221	0,1	0,1	4,4	0,4	198	158	1	1.0	NA,0.444	1.0,0.444	-0.278
3223	"ENSG00000010030.14"	"ETV7"	chr6	-	36375870	36376035	36385533	36385669	36373452	36373578	36387535	36387800	3223	3,1	2,0	1,0	1,0	198	198	1	1.0	0.6,1.0	0.5,NA	0.3
3225	"ENSG00000138468.16"	"SENP7"	chr3	-	101398860	101399055	101417592	101417790	101372007	101372126	101458954	101459052	3225	6,6	7,8	10,4	4,2	198	198	0.057801958435	0.3263933964615325	0.462,0.429	0.714,0.667	-0.245
3230	"ENSG00000288695.1"	"ENSG00000288695"	chr4	+	55364073	55364271	55369831	55370534	55359345	55359488	55371673	55371817	3230	9,12	1,0	14,8	0,0	198	198	1	1.0	0.9,1.0	1.0,1.0	-0.05
3231	"ENSG00000170776.22"	"AKAP13"	chr15	+	85658536	85658590	85662387	85662453	85655416	85655787	85664562	85664755	3231	6,0	0,2	15,6	6,2	153	165	0.630345018598	1.0	1.0,0.0	0.729,0.764	-0.246
3235	"ENSG00000119977.22"	"TCTN3"	chr10	-	95687246	95687355	95687591	95687719	95687043	95687159	95692919	95693038	3235	31,31	42,29	10,16	23,16	198	198	0.454081009744	1.0	0.425,0.517	0.303,0.5	0.07
3236	"ENSG00000167632.18"	"TRAPPC9"	chr8	-	140426614	140426641	140435111	140435240	140405576	140405698	140439051	140439197	3236	16,15	0,1	11,3	1,0	198	126	1	1.0	1.0,0.905	0.875,1.0	0.015
3251	"ENSG00000173230.17"	"GOLGB1"	chr3	-	121669196	121669355	121676892	121677030	121668060	121668158	121677284	121677450	3251	27,42	4,1	19,13	2,1	198	198	0.523007409917	1.0	0.871,0.977	0.905,0.929	0.007
3252	"ENSG00000173230.17"	"GOLGB1"	chr3	-	121693740	121698929	121702480	121702595	121690669	121692581	121714860	121714976	3252	29,20	12,10	17,18	7,7	198	198	0.755362045816	1.0	0.707,0.667	0.708,0.72	-0.027
3253	"ENSG00000173230.17"	"GOLGB1"	chr3	-	121719645	121719768	121722261	121722376	121718387	121718501	121726912	121727041	3253	2,1	12,12	0,0	11,3	198	198	0.270961178678	0.7700256241123817	0.143,0.077	0.0,0.0	0.11
3254	"ENSG00000173230.17"	"GOLGB1"	chr3	-	121719645	121719768	121722261	121722378	121718387	121718501	121726912	121727041	3254	16,20	12,12	15,6	11,3	198	198	0.918246922727	1.0	0.571,0.625	0.577,0.667	-0.024
3256	"ENSG00000114491.14"	"UMPS"	chr3	+	124731505	124731604	124735092	124735246	124730451	124730627	124737567	124738239	3256	1,0	17,34	0,0	8,8	198	198	1	1.0	0.056,0.0	0.0,0.0	0.028
3258	"ENSG00000163870.16"	"TPRA1"	chr3	-	127575402	127575505	127575748	127575809	127575184	127575265	127575939	127576050	3258	5,3	8,5	6,1	7,6	160	198	0.617881965845	1.0	0.436,0.426	0.515,0.171	0.088
3260	"ENSG00000116754.14"	"SRSF11"	chr1	+	70231094	70231203	70231858	70231975	70228421	70228555	70232267	70232377	3260	2,1	7,4	1,2	8,0	198	198	0.386050196634	0.9263500303336821	0.222,0.2	0.111,1.0	-0.344
3261	"ENSG00000075415.15"	"SLC25A3"	chr12	+	98595432	98595557	98595726	98595848	98593974	98594135	98597855	98598035	3261	1,0	581,535	0,0	229,149	198	198	1	1.0	0.002,0.0	0.0,0.0	0.001
3262	"ENSG00000075415.15"	"SLC25A3"	chr12	+	98595432	98595661	98595726	98595848	98593978	98594135	98597855	98598035	3262	1,0	581,535	0,0	229,149	198	198	1	1.0	0.002,0.0	0.0,0.0	0.001
3263	"ENSG00000138709.20"	"LARP1B"	chr4	+	128082164	128082305	128091000	128091144	128077787	128077962	128098185	128098330	3263	7,20	0,2	12,14	0,0	198	198	0.398475270298	0.9405920061105885	1.0,0.909	1.0,1.0	-0.045
3264	"ENSG00000118007.13"	"STAG1"	chr3	-	136623145	136623248	136630869	136630981	136604308	136604473	136752194	136752366	3264	11,22	10,19	6,12	4,3	198	198	0.0925697650771	0.41494158613941323	0.524,0.537	0.6,0.8	-0.169
3271	"ENSG00000176124.15"	"DLEU1"	chr13	+	50390197	50390291	50415088	50415202	50185879	50186070	50433412	50433550	3271	3,4	5,2	1,0	1,3	193	198	0.00340226961553	0.046813507241533034	0.381,0.672	0.506,0.0	0.273
3272	"ENSG00000176124.15"	"DLEU1"	chr13	+	50415088	50415202	50433412	50433550	50390197	50390291	50492650	50492761	3272	3,1	1,0	3,0	0,0	198	198	1	1.0	0.75,1.0	1.0,NA	-0.125
3273	"ENSG00000176124.15"	"DLEU1"	chr13	+	50433412	50433550	50492650	50492761	50415088	50415202	50527865	50528064	3273	5,2	1,0	0,3	0,0	198	198	1	1.0	0.833,1.0	NA,1.0	-0.084
3277	"ENSG00000051382.9"	"PIK3CB"	chr3	-	138704442	138704493	138707158	138707289	138698906	138699095	138712207	138712304	3277	4,11	3,3	11,5	2,3	198	150	0.696975858873	1.0	0.503,0.735	0.806,0.558	-0.063
3278	"ENSG00000221829.11"	"FANCG"	chr9	-	35077985	35078077	35078140	35078343	35077263	35077399	35078604	35078736	3278	33,26	1,0	1,2	0,0	198	191	1	1.0	0.97,1.0	1.0,1.0	-0.015
3281	"ENSG00000117054.15"	"ACADM"	chr1	+	75728400	75728488	75732643	75732745	75724708	75724817	75732852	75732922	3281	14,8	3,3	1,2	1,1	187	198	0.620965182262	1.0	0.832,0.738	0.514,0.679	0.188
3284	"ENSG00000117054.15"	"ACADM"	chr1	+	75745805	75745914	75749418	75749559	75739979	75740110	75750450	75750546	3284	8,15	4,6	5,2	3,9	198	198	0.0574741560439	0.32621349912085207	0.667,0.714	0.625,0.182	0.287
3285	"ENSG00000117054.15"	"ACADM"	chr1	+	75749418	75749559	75750450	75750546	75745805	75745914	75761121	75761370	3285	10,13	5,6	11,8	6,10	198	195	0.254159897385	0.7482993265795389	0.663,0.681	0.644,0.441	0.13
3286	"ENSG00000087903.13"	"RFX2"	chr19	-	6042043	6042123	6044192	6044282	6039979	6040241	6047406	6047504	3286	0,0	3,1	3,2	0,1	189	179	5.11081299504e-09	1.111090745121696e-06	0.0,0.0	1.0,0.654	-0.827
3288	"ENSG00000103222.20"	"ABCC1"	chr16	+	16083365	16083542	16086823	16086991	16079351	16079478	16090404	16090588	3288	0,2	1,1	8,5	9,7	198	198	0.26294472997	0.7548352391675779	0.0,0.667	0.471,0.417	-0.11
3291	"ENSG00000107281.10"	"NPDC1"	chr9	-	137040813	137040984	137041061	137041187	137040670	137040737	137042926	137043073	3291	94,79	97,68	51,18	24,27	198	198	0.681873716244	1.0	0.492,0.537	0.68,0.4	-0.026
3292	"ENSG00000164609.10"	"SLU7"	chr5	-	160417111	160417241	160418595	160418685	160415124	160415310	160419022	160419081	3292	1,2	4,2	0,1	2,2	189	198	0.042693864982	0.27404248942580534	0.208,0.512	0.0,0.344	0.188
3294	"ENSG00000100372.15"	"SLC25A17"	chr22	-	40792524	40792676	40794513	40794580	40779008	40779125	40799022	40799083	3294	4,4	8,15	4,0	2,1	166	198	0.805345518427	1.0	0.374,0.241	0.705,0.0	-0.045
3295	"ENSG00000198467.16"	"TPM2"	chr9	-	35684731	35684807	35685063	35685139	35684487	35684550	35685268	35685339	3295	1,1	0,1	2,2	1,0	175	175	1	1.0	1.0,0.5	0.667,1.0	-0.084
