ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
39742	"ENSG00000170004.19"	"CHD3"	chr17	+	7910438	7910591	7909142	7909338	7910846	7910895	39742	25,14	2,2	1,1	0,0	198	99	0.0111757586057	0.15649393690434937	0.862,0.778	1.0,1.0	-0.18
39743	"ENSG00000286797.1"	"ENSG00000286797"	chr2	+	185434096	185434191	185425062	185425507	185483033	185483091	39743	2,1	0,2	2,6	0,0	194	99	0.17279201485	0.9640981174463141	1.0,0.203	1.0,1.0	-0.398
39749	"ENSG00000158019.21"	"BABAM2"	chr2	+	27892382	27892448	27890791	27890842	27894532	27894684	39749	1,0	7,5	0,0	9,7	165	99	1	1.0	0.079,0.0	0.0,0.0	0.04
39751	"ENSG00000158019.21"	"BABAM2"	chr2	+	28244779	28244862	28241322	28241393	28298337	28298491	39751	24,18	0,0	13,5	2,0	182	99	0.822713966643	1.0	1.0,1.0	0.78,1.0	0.11
39752	"ENSG00000158019.21"	"BABAM2"	chr2	+	28310081	28310153	28298337	28298491	28338449	28338901	39752	0,2	5,2	0,0	3,0	171	99	1	1.0	0.0,0.367	0.0,NA	0.183
39753	"ENSG00000158019.21"	"BABAM2"	chr2	+	28327273	28327447	28298337	28298491	28338449	28338901	39753	1,1	5,2	1,0	3,0	198	99	1	1.0	0.091,0.2	0.143,NA	0.003
39755	"ENSG00000122550.18"	"KLHL7"	chr7	+	23117833	23117964	23105757	23106146	23123776	23123879	39755	3,7	6,12	0,4	7,2	198	99	0.436687996646	1.0	0.2,0.226	0.0,0.5	-0.037
39760	"ENSG00000167384.11"	"ZNF180"	chr19	-	44485035	44485157	44484360	44484435	44497283	44497377	39760	3,0	2,4	0,0	7,3	198	99	0.129965885678	0.8020064798549268	0.429,0.0	0.0,0.0	0.214
39769	"ENSG00000171503.13"	"ETFDH"	chr4	+	158680466	158680607	158672205	158672490	158682194	158682424	39769	29,21	0,0	8,5	0,1	198	99	1	1.0	1.0,1.0	1.0,0.714	0.143
39771	"ENSG00000171503.13"	"ETFDH"	chr4	+	158680527	158680607	158672124	158672490	158682194	158682424	39771	15,7	0,0	2,3	0,1	179	99	1	1.0	1.0,1.0	1.0,0.624	0.188
39772	"ENSG00000171503.13"	"ETFDH"	chr4	+	158681570	158681614	158672306	158672490	158682194	158682424	39772	0,1	0,0	0,0	0,1	143	99	1	1.0	NA,1.0	NA,0.0	1.0
39773	"ENSG00000171503.13"	"ETFDH"	chr4	+	158681570	158681614	158680466	158680607	158682194	158682424	39773	0,1	15,8	0,0	3,3	143	99	1	1.0	0.0,0.08	0.0,0.0	0.04
39783	"ENSG00000171503.13"	"ETFDH"	chr4	+	158698986	158699130	158697558	158697699	158703422	158703591	39783	38,20	0,0	19,8	1,0	198	99	1	1.0	1.0,1.0	0.905,1.0	0.047
39789	"ENSG00000241399.7"	"CD302"	chr2	-	159783358	159783469	159780881	159780998	159798131	159798208	39789	6,13	1,0	4,2	0,0	198	99	1	1.0	0.75,1.0	1.0,1.0	-0.125
39795	"ENSG00000213585.11"	"VDAC1"	chr5	-	133992305	133992355	133991001	133991154	133992945	133993015	39795	135,154	2,0	83,48	0,0	149	99	1	1.0	0.978,1.0	1.0,1.0	-0.011
39809	"ENSG00000184949.18"	"FAM227A"	chr22	-	38639614	38639724	38638745	38638822	38645562	38645645	39809	2,3	0,0	2,0	1,0	198	99	1	1.0	1.0,1.0	0.5,NA	0.5
39810	"ENSG00000184949.18"	"FAM227A"	chr22	-	38639654	38639724	38638745	38638822	38645562	38645645	39810	2,2	0,0	0,0	1,0	169	99	1	1.0	1.0,1.0	0.0,NA	1.0
39811	"ENSG00000108588.15"	"CCDC47"	chr17	-	63772776	63772863	63765911	63766194	63773411	63773570	39811	0,1	28,42	1,2	31,32	186	99	0.441384879516	1.0	0.0,0.013	0.017,0.032	-0.018
39812	"ENSG00000105379.10"	"ETFB"	chr19	-	51350328	51350391	51346899	51347058	51353131	51353290	39812	159,117	1,0	112,52	1,0	162	99	1	1.0	0.99,1.0	0.986,1.0	0.002
39814	"ENSG00000174738.13"	"NR1D2"	chr3	+	23963223	23963330	23961976	23962605	23964976	23965162	39814	1,0	9,9	0,1	13,16	198	99	1	1.0	0.053,0.0	0.0,0.03	0.011
39818	"ENSG00000149532.16"	"CPSF7"	chr11	-	61421053	61421127	61420469	61420573	61421389	61421608	39818	0,0	3,8	0,2	4,2	173	99	0.681503582757	1.0	0.0,0.0	0.0,0.364	-0.182
39819	"ENSG00000149532.16"	"CPSF7"	chr11	-	61421053	61421130	61420469	61420573	61421389	61421608	39819	0,2	3,8	0,2	4,2	176	99	0.483944132787	1.0	0.0,0.123	0.0,0.36	-0.118
39820	"ENSG00000149532.16"	"CPSF7"	chr11	-	61421191	61421257	61420469	61420573	61421389	61421608	39820	0,3	3,8	0,1	4,2	165	99	0.220753673376	1.0	0.0,0.184	0.0,0.231	-0.024
39821	"ENSG00000104447.13"	"TRPS1"	chr8	-	115623600	115623758	115619131	115620060	115637233	115637330	39821	100,99	7,2	85,78	0,2	198	99	0.0147346026375	0.19026394048777068	0.877,0.961	1.0,0.951	-0.056
39822	"ENSG00000104447.13"	"TRPS1"	chr8	-	115623600	115623758	115619131	115620060	115661569	115661678	39822	97,96	5,5	80,75	0,0	198	99	0.000311726444152	0.012860512986304421	0.907,0.906	1.0,1.0	-0.093
39823	"ENSG00000104447.13"	"TRPS1"	chr8	-	115623600	115623758	115619131	115620060	115668544	115668975	39823	144,158	81,108	115,107	44,31	198	99	0.00112498455264	0.03192893214104047	0.471,0.422	0.567,0.633	-0.153
39824	"ENSG00000104447.13"	"TRPS1"	chr8	-	115623600	115623758	115619131	115620060	115669344	115669483	39824	107,102	0,1	80,76	0,1	198	99	1	1.0	1.0,0.981	1.0,0.974	0.003
39825	"ENSG00000104447.13"	"TRPS1"	chr8	-	115623600	115623758	115619131	115620060	115700935	115701072	39825	97,93	6,11	81,75	0,0	198	99	1.16602203259e-06	0.00016648638844842862	0.89,0.809	1.0,1.0	-0.15
39826	"ENSG00000104447.13"	"TRPS1"	chr8	-	115623600	115623758	115619131	115620060	115809632	115809673	39826	100,91	3,3	80,75	0,1	198	99	0.0266689437999	0.2776815582212869	0.943,0.938	1.0,0.974	-0.047
39827	"ENSG00000104447.13"	"TRPS1"	chr8	-	115637233	115637330	115619912	115620060	115661569	115661678	39827	7,2	5,5	1,2	0,0	196	99	3.91001062638e-08	9.530071300806425e-06	0.414,0.168	1.0,1.0	-0.709
39828	"ENSG00000104447.13"	"TRPS1"	chr8	-	115637233	115637330	115619912	115620060	115668544	115668975	39828	15,16	81,108	7,12	44,31	196	99	0.274567596547	1.0	0.086,0.07	0.074,0.164	-0.041
39829	"ENSG00000104447.13"	"TRPS1"	chr8	-	115637233	115637330	115619912	115620060	115669344	115669483	39829	8,2	0,1	0,2	0,1	196	99	1	1.0	1.0,0.503	NA,0.503	0.249
39830	"ENSG00000104447.13"	"TRPS1"	chr8	-	115637233	115637330	115619912	115620060	115700935	115701072	39830	7,5	6,11	0,2	0,0	196	99	1	1.0	0.371,0.187	NA,1.0	-0.721
39831	"ENSG00000104447.13"	"TRPS1"	chr8	-	115637233	115637330	115623600	115623758	115661569	115661678	39831	3,8	0,5	6,3	0,0	196	99	0.00123251753169	0.03359378463452564	1.0,0.447	1.0,1.0	-0.276
39832	"ENSG00000104447.13"	"TRPS1"	chr8	-	115637233	115637330	115623600	115623758	115668544	115668975	39832	11,22	47,67	12,13	35,32	196	99	0.475537519961	1.0	0.106,0.142	0.148,0.17	-0.035
39833	"ENSG00000104447.13"	"TRPS1"	chr8	-	115637233	115637330	115623600	115623758	115669344	115669483	39833	4,8	10,11	5,3	0,1	196	99	9.33223398192e-05	0.005338634666575689	0.168,0.269	1.0,0.602	-0.582
39834	"ENSG00000104447.13"	"TRPS1"	chr8	-	115637233	115637330	115623600	115623758	115700935	115701072	39834	3,11	0,2	5,3	1,0	196	99	0.889976314421	1.0	1.0,0.735	0.716,1.0	0.009
39835	"ENSG00000104447.13"	"TRPS1"	chr8	-	115700935	115701072	115619912	115620060	115809632	115809673	39835	8,12	3,3	0,0	0,1	198	99	1	1.0	0.571,0.667	NA,0.0	0.619
39836	"ENSG00000104447.13"	"TRPS1"	chr8	-	115700935	115701072	115623600	115623758	115809632	115809673	39836	2,3	3,0	1,0	0,0	198	99	1	1.0	0.25,1.0	1.0,NA	-0.375
39837	"ENSG00000141644.19"	"MBD1"	chr18	-	50271468	50271540	50267516	50267663	50272676	50272738	39837	8,10	5,0	4,2	1,0	171	99	0.0136614439028	0.18055309238630035	0.481,1.0	0.698,1.0	-0.109
39838	"ENSG00000141644.19"	"MBD1"	chr18	-	50271468	50271540	50268840	50269818	50272676	50272738	39838	10,11	4,2	6,5	0,2	171	99	0.137579937515	0.8325939449436552	0.591,0.761	1.0,0.591	-0.12
39839	"ENSG00000141644.19"	"MBD1"	chr18	-	50271468	50271540	50269556	50269811	50272676	50272738	39839	9,11	0,1	5,2	1,0	171	99	1	1.0	1.0,0.864	0.743,1.0	0.06
39840	"ENSG00000141644.19"	"MBD1"	chr18	-	50273333	50273426	50272823	50272955	50273563	50273863	39840	22,13	0,0	15,14	2,0	192	99	0.901266507524	1.0	1.0,1.0	0.795,1.0	0.103
39841	"ENSG00000141644.19"	"MBD1"	chr18	-	50273333	50273471	50272823	50272955	50273563	50273863	39841	37,15	0,0	20,19	2,0	198	99	0.771093145563	1.0	1.0,1.0	0.833,1.0	0.084
39842	"ENSG00000141644.19"	"MBD1"	chr18	-	50274185	50274350	50273563	50273863	50274976	50275045	39842	3,2	1,3	14,8	8,2	198	99	0.38856692236	1.0	0.6,0.25	0.467,0.667	-0.142
39843	"ENSG00000141644.19"	"MBD1"	chr18	-	50274185	50274353	50273563	50273863	50274976	50275045	39843	9,7	1,3	28,13	8,2	198	99	0.862599347277	1.0	0.818,0.538	0.636,0.765	-0.023
39847	"ENSG00000141644.19"	"MBD1"	chr18	-	50275369	50275444	50275128	50275245	50275599	50275728	39847	0,0	15,5	1,0	12,11	174	99	1	1.0	0.0,0.0	0.045,0.0	-0.022
39853	"ENSG00000104907.13"	"TRMT1"	chr19	-	13109914	13110001	13109768	13109838	13110157	13110306	39853	18,20	1,1	3,11	0,0	186	99	0.422369005972	1.0	0.905,0.914	1.0,1.0	-0.091
39869	"ENSG00000138757.15"	"G3BP2"	chr4	-	75653982	75654081	75648638	75648741	75655065	75655246	39869	10,4	43,22	12,4	13,24	198	99	0.170799432345	0.9578689168188244	0.104,0.083	0.316,0.077	-0.103
39900	"ENSG00000138757.15"	"G3BP2"	chr4	-	75694792	75694929	75661930	75662049	75724055	75724176	39900	0,0	0,2	1,0	0,0	198	99	1	1.0	NA,0.0	1.0,NA	-1.0
39903	"ENSG00000138757.15"	"G3BP2"	chr4	-	75694797	75694929	75661930	75662049	75724055	75724176	39903	0,0	0,2	1,0	0,0	198	99	1	1.0	NA,0.0	1.0,NA	-1.0
39904	"ENSG00000138757.15"	"G3BP2"	chr4	-	75694797	75694929	75661930	75662049	75724275	75724377	39904	1,0	2,3	0,0	0,3	198	99	1	1.0	0.2,0.0	NA,0.0	0.1
39911	"ENSG00000138757.15"	"G3BP2"	chr4	-	75720876	75720969	75661930	75662049	75724275	75724438	39911	1,0	2,3	0,0	0,3	192	99	1	1.0	0.205,0.0	NA,0.0	0.102
39917	"ENSG00000138757.15"	"G3BP2"	chr4	-	75724055	75724176	75661930	75662049	75724275	75724419	39917	1,6	2,3	3,1	0,3	198	99	0.624431228253	1.0	0.2,0.5	1.0,0.143	-0.222
39920	"ENSG00000138757.15"	"G3BP2"	chr4	-	75724055	75724176	75694792	75694929	75724275	75724419	39920	1,4	1,0	4,1	0,0	198	99	1	1.0	0.333,1.0	1.0,1.0	-0.334
39921	"ENSG00000138757.15"	"G3BP2"	chr4	-	75724055	75724176	75720876	75720969	75724275	75724419	39921	1,4	1,0	3,1	0,0	198	99	1	1.0	0.333,1.0	1.0,1.0	-0.334
39926	"ENSG00000138768.15"	"USO1"	chr4	+	75793689	75793901	75790642	75790797	75799621	75799732	39926	19,22	0,0	17,19	1,0	198	99	1	1.0	1.0,1.0	0.895,1.0	0.052
39927	"ENSG00000138768.15"	"USO1"	chr4	+	75795335	75795356	75793689	75793901	75799621	75799732	39927	13,16	7,7	4,0	10,8	120	99	6.80529906411e-05	0.0041590521826900834	0.605,0.653	0.248,0.0	0.505
39928	"ENSG00000138768.15"	"USO1"	chr4	+	75812159	75812375	75810431	75810539	75813205	75814286	39928	46,44	0,0	33,25	0,1	198	99	1	1.0	1.0,1.0	1.0,0.926	0.037
39931	"ENSG00000138744.16"	"NAAA"	chr4	-	75914867	75914985	75913659	75914338	75918760	75918789	39931	20,17	0,1	3,2	0,0	198	99	1	1.0	1.0,0.895	1.0,1.0	-0.052
39934	"ENSG00000138744.16"	"NAAA"	chr4	-	75918760	75918789	75914867	75914985	75919908	75919975	39934	21,15	1,2	0,1	0,0	128	99	1	1.0	0.942,0.853	NA,1.0	-0.103
39935	"ENSG00000138744.16"	"NAAA"	chr4	-	75918760	75918789	75917466	75917773	75919908	75919975	39935	12,6	5,1	0,0	2,0	128	99	1	1.0	0.65,0.823	0.0,NA	0.736
39936	"ENSG00000163257.11"	"DCAF16"	chr4	-	17805106	17805225	17800654	17804771	17810446	17810757	39936	11,14	0,1	13,12	1,1	198	99	0.0972199871576	0.67011983442186	1.0,0.875	0.867,0.857	0.076
39937	"ENSG00000163257.11"	"DCAF16"	chr4	-	17805106	17805225	17804311	17804756	17810446	17810757	39937	7,5	0,0	4,2	4,0	198	99	0.00470810315554	0.08453656541959567	1.0,1.0	0.333,1.0	0.334
39940	"ENSG00000138750.16"	"NUP54"	chr4	-	76131229	76131284	76130655	76130749	76132522	76132719	39940	6,10	0,1	3,3	0,0	154	99	1	1.0	1.0,0.865	1.0,1.0	-0.068
39942	"ENSG00000138750.16"	"NUP54"	chr4	-	76134174	76134362	76130655	76132719	76144148	76144292	39942	18,8	1,0	7,6	0,0	198	99	1	1.0	0.9,1.0	1.0,1.0	-0.05
39944	"ENSG00000138750.16"	"NUP54"	chr4	-	76144148	76144292	76124648	76124756	76144389	76144473	39944	17,12	3,0	14,6	0,3	198	99	0.664775798716	1.0	0.739,1.0	1.0,0.5	0.119
39945	"ENSG00000138750.16"	"NUP54"	chr4	-	76144148	76144292	76136185	76136412	76144389	76144473	39945	23,28	0,1	21,8	1,0	198	99	1	1.0	1.0,0.933	0.913,1.0	0.01
39951	"ENSG00000138750.16"	"NUP54"	chr4	-	76145554	76145691	76144389	76144473	76148307	76148439	39951	1,0	26,21	0,0	11,3	198	99	1	1.0	0.019,0.0	0.0,0.0	0.009
39964	"ENSG00000138760.11"	"SCARB2"	chr4	-	76176436	76176528	76175790	76175910	76179516	76179695	39964	50,41	0,0	45,39	1,0	191	99	1	1.0	1.0,1.0	0.959,1.0	0.02
39965	"ENSG00000138760.11"	"SCARB2"	chr4	-	76179516	76179695	76176436	76176528	76180953	76181101	39965	28,21	0,1	21,13	0,0	198	99	1	1.0	1.0,0.913	1.0,1.0	-0.043
39966	"ENSG00000138760.11"	"SCARB2"	chr4	-	76179516	76179705	76176436	76176528	76180953	76181092	39966	41,37	0,1	34,21	0,0	198	99	1	1.0	1.0,0.949	1.0,1.0	-0.026
39967	"ENSG00000138760.11"	"SCARB2"	chr4	-	76179516	76179771	76176436	76176528	76180953	76181101	39967	28,21	0,1	21,13	0,0	198	99	1	1.0	1.0,0.913	1.0,1.0	-0.043
39971	"ENSG00000066084.13"	"DIP2B"	chr12	+	50671185	50671398	50660193	50660319	50674473	50674629	39971	30,31	5,2	9,6	2,0	198	99	0.246132591597	1.0	0.75,0.886	0.692,1.0	-0.028
39975	"ENSG00000117360.13"	"PRPF3"	chr1	+	150327556	150327652	150325750	150325881	150328319	150328466	39975	6,11	22,20	8,13	12,6	195	99	0.0403884499999	0.36610055621742615	0.122,0.218	0.253,0.524	-0.219
39979	"ENSG00000164405.11"	"UQCRQ"	chr5	+	132866868	132867035	132866629	132866691	132867487	132867687	39979	367,268	4,0	148,65	0,0	198	99	1	1.0	0.979,1.0	1.0,1.0	-0.01
39980	"ENSG00000164405.11"	"UQCRQ"	chr5	+	132866868	132867035	132866641	132866687	132867487	132867687	39980	806,541	11,12	282,116	10,5	198	99	0.0530515908031	0.44162531954915607	0.973,0.958	0.934,0.921	0.038
39983	"ENSG00000130640.15"	"TUBGCP2"	chr10	-	133295321	133295439	133293561	133293769	133297951	133298111	39983	0,0	16,15	1,0	10,3	198	99	1	1.0	0.0,0.0	0.048,0.0	-0.024
39984	"ENSG00000130640.15"	"TUBGCP2"	chr10	-	133295523	133295911	133295363	133295439	133297951	133298023	39984	0,0	0,1	1,3	1,0	198	99	1	1.0	NA,0.0	0.333,1.0	-0.666
39986	"ENSG00000130640.15"	"TUBGCP2"	chr10	-	133300451	133300547	133299984	133300113	133302791	133302980	39986	0,1	13,5	1,0	9,1	195	99	1	1.0	0.0,0.092	0.053,0.0	0.019
39995	"ENSG00000163738.19"	"MTHFD2L"	chr4	+	74160054	74160088	74158107	74158281	74174505	74174690	39995	5,5	0,0	1,0	1,0	133	99	1	1.0	1.0,1.0	0.427,NA	0.573
39996	"ENSG00000163738.19"	"MTHFD2L"	chr4	+	74281424	74281550	74225301	74225394	74301696	74301990	39996	0,2	1,0	2,0	0,0	198	99	1	1.0	0.0,1.0	1.0,NA	-0.5
39997	"ENSG00000188153.14"	"COL4A5"	chrX	+	108573573	108573654	108571810	108571837	108575909	108575972	39997	17,10	0,0	10,8	1,0	180	99	1	1.0	1.0,1.0	0.846,1.0	0.077
39998	"ENSG00000188153.14"	"COL4A5"	chrX	+	108596997	108597068	108595508	108595601	108597376	108597568	39998	14,23	0,0	29,15	1,0	170	99	1	1.0	1.0,1.0	0.944,1.0	0.028
39999	"ENSG00000188153.14"	"COL4A5"	chrX	+	108606741	108606892	108602963	108603061	108614910	108615024	39999	38,24	0,1	18,13	2,0	198	99	1	1.0	1.0,0.923	0.818,1.0	0.052
40000	"ENSG00000188153.14"	"COL4A5"	chrX	+	108670227	108670236	108668318	108668504	108674744	108674753	40000	0,0	1,2	5,3	0,0	108	99	1.34937572227e-09	6.476674350866178e-07	0.0,0.0	1.0,1.0	-1.0
40001	"ENSG00000188153.14"	"COL4A5"	chrX	+	108674744	108674753	108668318	108668504	108677499	108677633	40001	2,3	19,6	0,0	6,2	108	99	0.00372393329227	0.07291868980953366	0.088,0.314	0.0,0.0	0.201
40002	"ENSG00000188153.14"	"COL4A5"	chrX	+	108695266	108695439	108694806	108694921	108696296	108696389	40002	33,25	4,1	7,6	2,0	198	99	0.396853038788	1.0	0.805,0.926	0.636,1.0	0.047
40003	"ENSG00000278932.6"	"ENSG00000278932"	chr21	+	9325582	9325823	9325054	9325223	9327239	9327298	40003	0,2	0,1	1,0	0,0	198	99	1	1.0	NA,0.5	1.0,NA	-0.5
40004	"ENSG00000278932.6"	"ENSG00000278932"	chr21	+	9325604	9325823	9325014	9325223	9327239	9327298	40004	0,2	0,1	1,0	0,0	198	99	1	1.0	NA,0.5	1.0,NA	-0.5
40007	"ENSG00000278932.6"	"ENSG00000278932"	chr21	+	9331230	9331290	9327239	9327298	9367173	9367275	40007	1,0	1,1	0,1	0,0	159	99	1	1.0	0.384,0.0	NA,1.0	-0.808
40021	"ENSG00000136930.13"	"PSMB7"	chr9	-	124384076	124384208	124383595	124383950	124384597	124384656	40021	1,0	0,1	1,0	0,0	198	99	1	1.0	1.0,0.0	1.0,NA	-0.5
40022	"ENSG00000136930.13"	"PSMB7"	chr9	-	124405316	124405432	124384597	124384656	124412351	124412492	40022	219,193	0,1	81,88	1,0	198	99	1	1.0	1.0,0.99	0.976,1.0	0.007
40024	"ENSG00000140983.15"	"RHOT2"	chr16	+	668487	668569	668131	668411	668655	668699	40024	63,61	3,0	77,53	0,0	181	99	0.65720391658	1.0	0.92,1.0	1.0,1.0	-0.04
40025	"ENSG00000140983.15"	"RHOT2"	chr16	+	669552	669606	668487	668699	670122	670175	40025	31,29	1,0	40,20	0,0	153	99	1	1.0	0.953,1.0	1.0,1.0	-0.024
40026	"ENSG00000140983.15"	"RHOT2"	chr16	+	670674	670773	670455	670557	670891	670940	40026	44,55	0,1	65,35	3,0	198	99	0.458204485685	1.0	1.0,0.965	0.915,1.0	0.025
40027	"ENSG00000140983.15"	"RHOT2"	chr16	+	670695	670773	670454	670557	670891	671000	40027	21,26	0,1	33,14	3,0	177	99	0.240734048567	1.0	1.0,0.936	0.86,1.0	0.038
40028	"ENSG00000122873.12"	"CISD1"	chr10	+	58276117	58276212	58269177	58269304	58277116	58277322	40028	2,1	46,39	0,0	38,8	194	99	0.581209794788	1.0	0.022,0.013	0.0,0.0	0.017
40029	"ENSG00000122873.12"	"CISD1"	chr10	+	58282898	58283082	58277116	58277322	58287560	58287999	40029	1,0	99,86	0,1	60,30	198	99	1	1.0	0.005,0.0	0.0,0.016	-0.005
40031	"ENSG00000010270.14"	"STARD3NL"	chr7	+	38179089	38179145	38178350	38178420	38207446	38207729	40031	5,3	17,32	1,3	10,6	155	99	0.929901108406	1.0	0.158,0.056	0.06,0.242	-0.044
40033	"ENSG00000010270.14"	"STARD3NL"	chr7	+	38201713	38201966	38178389	38178420	38207446	38207729	40033	1,3	17,32	0,0	10,6	198	99	0.559398625714	1.0	0.029,0.045	0.0,0.0	0.037
40035	"ENSG00000010270.14"	"STARD3NL"	chr7	+	38217024	38217078	38215027	38215105	38217187	38217269	40035	25,20	2,0	21,5	0,0	153	99	0.542664176172	1.0	0.89,1.0	1.0,1.0	-0.055
40038	"ENSG00000139496.18"	"NUP58"	chr13	+	25309246	25309282	25307805	25307948	25312882	25312956	40038	24,18	0,1	38,18	0,2	135	99	1	1.0	1.0,0.93	1.0,0.868	0.031
40040	"ENSG00000139496.18"	"NUP58"	chr13	+	25312882	25313032	25309246	25309282	25313613	25313751	40040	33,27	1,0	39,21	0,0	198	99	1	1.0	0.943,1.0	1.0,1.0	-0.028
40042	"ENSG00000139496.18"	"NUP58"	chr13	+	25319325	25319350	25315356	25315467	25320529	25320595	40042	24,19	1,5	23,16	1,0	124	99	0.00480317736405	0.08569512905452398	0.95,0.752	0.948,1.0	-0.123
40044	"ENSG00000139496.18"	"NUP58"	chr13	+	25336935	25337034	25331356	25331558	25338635	25338731	40044	32,33	1,0	51,27	0,4	198	99	0.114366447125	0.7369408359439669	0.941,1.0	1.0,0.771	0.085
40047	"ENSG00000119899.13"	"SLC17A5"	chr6	-	73644406	73644603	73641690	73641924	73653792	73653992	40047	8,6	0,0	18,9	1,0	198	99	1	1.0	1.0,1.0	0.9,1.0	0.05
40048	"ENSG00000152795.18"	"HNRNPDL"	chr4	-	82425562	82425667	82424628	82424883	82426036	82426129	40048	3,3	129,97	9,6	34,25	198	99	3.45323089357e-06	0.0004062559550721185	0.011,0.015	0.117,0.107	-0.099
40049	"ENSG00000152795.18"	"HNRNPDL"	chr4	-	82426462	82426633	82424624	82426129	82427189	82427304	40049	266,193	6,5	76,56	3,1	198	99	0.806892365865	1.0	0.957,0.951	0.927,0.966	0.007
40050	"ENSG00000138674.17"	"SEC31A"	chr4	-	82821036	82821108	82818508	82819253	82824554	82824674	40050	25,40	0,1	17,14	0,0	171	99	1	1.0	1.0,0.959	1.0,1.0	-0.02
40051	"ENSG00000138674.17"	"SEC31A"	chr4	-	82830936	82830975	82828999	82829058	82842139	82842481	40051	4,1	8,12	2,0	0,1	138	99	0.867723581392	1.0	0.264,0.056	1.0,0.0	-0.34
40052	"ENSG00000138674.17"	"SEC31A"	chr4	-	82842139	82842481	82828999	82829058	82844385	82844460	40052	33,27	2,0	5,4	1,2	198	99	0.0409194529115	0.36972172352865407	0.892,1.0	0.714,0.5	0.339
40053	"ENSG00000138674.17"	"SEC31A"	chr4	-	82842184	82842481	82828999	82829058	82844385	82844509	40053	28,26	2,0	7,4	1,2	198	99	0.0680197413136	0.522467013782332	0.875,1.0	0.778,0.5	0.298
40054	"ENSG00000138674.17"	"SEC31A"	chr4	-	82845200	82845293	82844385	82844509	82848803	82848843	40054	0,0	10,8	6,1	4,5	192	99	0.000118280748985	0.006325127334988628	0.0,0.0	0.436,0.093	-0.265
40055	"ENSG00000138674.17"	"SEC31A"	chr4	-	82861630	82861708	82857688	82857764	82862533	82862572	40055	13,18	0,0	12,4	1,0	177	99	1	1.0	1.0,1.0	0.87,1.0	0.065
40056	"ENSG00000138674.17"	"SEC31A"	chr4	-	82861630	82861708	82857688	82857764	82863317	82863392	40056	8,5	7,5	1,0	4,1	177	99	0.000748406485338	0.024065181740141342	0.39,0.359	0.123,0.0	0.313
40057	"ENSG00000138674.17"	"SEC31A"	chr4	-	82862533	82862572	82857688	82857764	82863317	82863392	40057	9,6	7,5	7,2	4,1	138	99	0.518598762544	1.0	0.48,0.463	0.557,0.589	-0.101
40058	"ENSG00000138674.17"	"SEC31A"	chr4	-	82862533	82862572	82861630	82861708	82863317	82863392	40058	15,19	1,1	17,6	0,0	138	99	0.658109142928	1.0	0.915,0.932	1.0,1.0	-0.077
40059	"ENSG00000138674.17"	"SEC31A"	chr4	-	82864361	82864598	82863210	82863392	82866807	82866931	40059	30,35	0,1	15,18	0,0	198	99	1	1.0	1.0,0.946	1.0,1.0	-0.027
40060	"ENSG00000138674.17"	"SEC31A"	chr4	-	82870324	82870424	82867154	82867316	82871943	82872086	40060	50,80	0,0	15,31	1,0	198	99	1	1.0	1.0,1.0	0.882,1.0	0.059
40061	"ENSG00000138674.17"	"SEC31A"	chr4	-	82871943	82872086	82870324	82870424	82874610	82874751	40061	50,61	1,0	15,23	0,0	198	99	1	1.0	0.962,1.0	1.0,1.0	-0.019
40066	"ENSG00000138674.17"	"SEC31A"	chr4	-	82897988	82898062	82881856	82881940	82900076	82900223	40066	2,3	1,0	5,2	0,0	173	99	1	1.0	0.534,1.0	1.0,1.0	-0.233
40068	"ENSG00000101084.19"	"RAB5IF"	chr20	+	36609600	36609730	36607714	36607818	36612009	36612557	40068	182,150	1,0	70,49	0,0	198	99	1	1.0	0.989,1.0	1.0,1.0	-0.006
40069	"ENSG00000189308.11"	"LIN54"	chr4	-	82946257	82946474	82939888	82939962	82970326	82970465	40069	23,18	1,0	8,6	0,0	198	99	1	1.0	0.92,1.0	1.0,1.0	-0.04
40070	"ENSG00000189308.11"	"LIN54"	chr4	-	82970326	82970469	82946257	82946474	82984160	82984876	40070	10,7	1,1	2,2	0,0	198	99	0.13978425177	0.8410935936358532	0.833,0.778	1.0,1.0	-0.195
40073	"ENSG00000141101.13"	"NOB1"	chr16	-	69752240	69752371	69749558	69749630	69754593	69754726	40073	41,29	1,0	10,19	0,0	198	99	1	1.0	0.953,1.0	1.0,1.0	-0.024
40075	"ENSG00000065457.11"	"ADAT1"	chr16	-	75618585	75618640	75617141	75617272	75619631	75619743	40075	6,1	1,0	5,3	0,0	154	99	1	1.0	0.794,1.0	1.0,1.0	-0.103
40076	"ENSG00000065457.11"	"ADAT1"	chr16	-	75618585	75618640	75617141	75617272	75620265	75620334	40076	22,7	2,0	14,7	0,4	154	99	0.139461091893	0.8400535131197878	0.876,1.0	1.0,0.529	0.173
40077	"ENSG00000065457.11"	"ADAT1"	chr16	-	75618585	75618698	75617141	75617272	75620265	75620334	40077	10,2	2,0	7,4	0,4	198	99	0.194527952421	1.0	0.714,1.0	1.0,0.333	0.191
